facility_id,name,fuel,state,lat,lon
DPNTB,Darlington Point,battery_discharging,NS,-34.646668,146.034982
DRYCGT,Dry Creek,gas_ocgt,SA,-34.847293,138.582297
DULAWF,Dulacca,wind,QL,-26.637485,149.870186
DUNDWF,Dundonnell,wind,VI,-37.863894,142.943454
EASTCRK,Eastern Creek,bioenergy_biogas,NS,-33.815468,150.854307
EASTCRK2,Eastern Creek 2,bioenergy_biogas,NS,-33.815468,150.854307
EDENVSF,Edenvale,solar_utility,QL,-26.947486,150.578494
EDLRGNRD,Roghan Road,bioenergy_biogas,QL,-27.342062,153.049494
EILDON,Eildon,hydro,VI,-37.221262,145.920966
EILDONPD,Eildon,hydro,VI,-37.221774,145.922582
ELAINEWF,Elaine,wind,VI,-37.6352,144.0237
EMERASF,Emerald,solar_utility,QL,-23.50879,148.128017
ENERGYB,Energy Brix,coal_brown,VI,-38.254444,146.413611
ERARING,Eraring,coal_black,NS,-33.061548,151.524612
ERB,Eraring,battery_discharging,NS,-33.066837,151.515026
ERGT01,Eraring,distillate,NS,-33.062117,151.517224
FINLEYSF,Finley,solar_utility,NS,-35.64421,145.508644
FISHER,Fisher,hydro,TA,-41.672662,146.268739
FLYCRKWF,Flyers Creek,wind,NS,-33.521475,149.045234
FWF,Ferguson,wind,VI,-38.610902,143.179321
GANGARR,Gangarri,solar_utility,QL,-26.254813,149.986704
GANNBESS,Gannawarra,battery_discharging,VI,-33.735056,143.779462
GANNSF,Gannawarra,solar_utility,VI,-35.73,143.7711
GEORGTWN,George Town,distillate,TA,-41.091063,146.893204
GERMCRK,German Creek,gas_wcmg,QL,-22.928526,148.549097
GIRGSF,Girgarre,solar_utility,VI,-26.2548,149.9867
GLBWNHYD,Glenbawn,hydro,NS,-32.107937,150.999481
GLENMAGG,Glenmaggie,hydro,VI,-37.904836,146.800388
GLENNCRK,Glennies Creek,gas_wcmg,NS,-32.464343,151.130432
GLENSF,Glenrowan,solar_utility,VI,-36.464,146.221
GLRWNSF,Glenrowan West,solar_utility,VI,-36.488083,146.146887
GNNDHSF,Gunnedah,solar_utility,NS,-30.965469,150.367917
GOESF1,Goorambat East,solar_utility,VI,-36.427352,145.918853
GOONUMSF,Goonumbla,solar_utility,NS,-33.106413,148.099274
GORDON,Gordon,hydro,TA,-42.740157,145.983375
GPWFEST,Golden Plains East,wind,VI,-37.9729,143.783
GRANGEAV,Grange Avenue,bioenergy_biogas,NS,-33.713011,150.83316
GRANWF,Granville Harbour,wind,TA,-41.802,145.056
GREENB,Greenbank,battery_charging,QL,-27.733562,152.955042
GRIFSF,Griffith,solar_utility,NS,-34.317414,146.120739
GROSV1,Grosvenor 1,gas_wcmg,QL,-21.929194,148.032416
GROSV2,Grosvenor 2,gas_wcmg,QL,-21.929194,148.032416
GSTONE,Gladstone,coal_black,QL,-23.848741,151.220787
GSWF,Goyder South,wind,SA,-33.682196,138.936249
GULLRGWF,Gullen Range,solar_utility,NS,-34.624512,149.458549
GUNNING,Gunning,wind,NS,-34.676361,149.66443
HALAMRD,Hallam Road,bioenergy_biogas,VI,-38.052181,145.267798
HALLWF,Hallett 1,wind,SA,-33.328434,138.704669
HALLWF2,Hallett 2,wind,SA,-33.53821,138.857215
HAMISF,Hamilton,solar_utility,QL,-20.468593,147.799484
HAMPTON,Hampton,wind,NS,-33.649722,150.05
HASTING,Hastings,gas_ocgt,VI,-38.295952,145.221926
HAUGHT1,Haughton,solar_utility,QL,-19.732168,147.076137
HAYMSF,Hayman,solar_utility,QL,-20.487516,147.744778
HAZEL,Hazelwood,coal_brown,VI,-38.270575,146.389794
HBESS,Hazelwood BESS,battery_discharging,VI,-38.269216,146.394724
HD1WF,Hawkesdale,wind,VI,-38.148008,142.360925
HEPWIND,Hepburn,wind,VI,-37.424555,144.115711
HEZ,Hunter Economic Zone,distillate,NS,-32.835481,151.451033
HILLSTN,Hillston Sun,solar_utility,NS,-33.532991,145.522279
HLMSEW01,Hallam,hydro,VI,-38.143332,145.119964
HORNSDAL,Hornsdale,wind,SA,-33.05982,138.537673
HORNSDAL2,Hornsdale 2,wind,SA,-33.05982,138.537673
HORNSDAL3,Hornsdale 3,wind,SA,-33.05982,138.537673
HORNSDPR,Hornsdale Power Reserve,battery,SA,-33.085519,138.521914
HUGSF,Hughenden,solar_utility,QL,-20.854794,144.186048
HUMENSW,Hume,hydro,NS,-36.106383,147.032263
HUMEV,Hume,hydro,VI,-36.106887,147.032572
HUNTER,Hunter,gas_ocgt,NS,-32.793406,151.478353
HUNTVGT,Hunter Valley,distillate,NS,-32.389989,150.965963
HVWW,Happy Valley,battery,SA,-35.063118,138.56476
ICSM,Isis Central Sugar Mill,bioenergy_biomass,QL,-25.197619,152.206949
INVICTA,Invicta Sugar Mill,bioenergy_biomass,QL,-19.51579,147.10653
JACKSGUL,Jacks Gully,bioenergy_biogas,NS,-34.072955,150.743691
JBUTTERS,John Butters,hydro,TA,-42.15589,145.536508
JEERA,Jeeralang A,gas_ocgt,VI,-38.275111,146.427046
JEERB,Jeeralang B,gas_ocgt,VI,-38.273845,146.424827
JEMALNG1,Jemalong,solar_utility,NS,-33.388764,147.669375
JNDSHPS,Jindabyne,hydro,NS,-36.434918,148.63057
JOUNAMA,Jounama,hydro,NS,-35.561274,148.306384
JUNEESF,Junee,solar_utility,NS,-34.81124,147.572099
KABANWF,Kaban,wind,QL,-17.560606,145.413125
KAREEYA,Kareeya,hydro,QL,-17.766456,145.576884
KARSF,Karadoc,solar_utility,VI,-34.227904,142.28033
KEEPIT,Keepit,hydro,NS,-30.87868,150.491876
KENNEDY,Kennedy Energy Park,battery_charging,QL,-20.872792,144.413034
KERNGSP,Kerang,solar_utility,VI,-35.779895,143.941051
KESS1,Koorangie,battery_charging,VI,-35.735367,143.754813
KIAMSF1,Kiamal,solar_utility,VI,-35.018133,142.302953
KIATAWF,Kiata,wind,VI,-36.397693,141.746827
KINCUMB,Kincumber,bioenergy_biogas,NS,-33.477111,151.402603
KINGASF,Kingaroy,solar_utility,QL,-26.537087,151.890398
KOGANCK,Kogan Creek,coal_black,QL,-26.915285,150.748948
KRCCOGEN,KRC Cogen,gas_ocgt,QL,-27.57359,151.926883
KSP1,Kidston,solar_utility,QL,-18.88,144.151
LADBROKE,Ladbroke Grove,gas_ocgt,SA,-37.456183,140.782699
LBBESS,Lake Bonney,battery_charging,SA,-37.738787,140.384672
LEM_WIL,Lemonthyme / Wilmot,hydro,TA,-41.483135,146.125338
LGAPWF1,Lincoln Gap,wind,SA,-32.546333,137.552763
LIDDELL,Liddell,coal_black,NS,-32.369027,150.980112
LILYVASF,Lilyvale,solar_utility,QL,-23.070504,148.413865
LIMBESS,Limondale,battery_discharging,NS,-34.769354,143.559464
LIMOSF1,Limondale,solar_utility,NS,-34.775502,143.508046
LIMOSF2,Limondale 2,solar_utility,NS,-34.775502,143.508046
